player_id,full_name,first_year,last_year,positions_played,height_in_inches,weight_in_pounds,birth_date,colleges_played_for
mccarjo01,Johnny McCarthy,1957,1964,G,73,185.0,04/25/1934,Canisius
mccarho01,Howie McCarty,1947,1947,F-G,74,190.0,04/15/1919,Wayne State University
mccarke01,Kelly McCarty,1999,1999,G-F,79,200.0,08/24/1975,Southern Miss
mccarwa01,Walter McCarty,1997,2006,F,82,230.0,02/01/1974,Kentucky
mccasam01,Amal McCaskill,1997,2004,F-C,83,235.0,10/28/1973,Marquette
mccawpa01,Patrick McCaw,2017,2021,G,79,181.0,10/25/1995,UNLV
mccladw01,Dwayne McClain,1986,1986,G,78,185.0,02/07/1963,Villanova
mcclate01,Ted McClain,1972,1979,G,73,180.0,08/30/1946,Tennessee State
mcclida01,Dan McClintock,2001,2001,C,84,270.0,04/19/1977,Northern Arizona University
mccloja01,Jack McCloskey,1953,1953,G,74,190.0,09/19/1925,Pitt Penn
mccloge01,George McCloud,1990,2002,G-F,80,225.0,05/27/1967,Florida State
mccluma01,Mac McClung,2022,2025,G,74,185.0,01/06/1999,Georgetown Texas Tech
mccolcj01,CJ McCollum,2014,2025,G,75,190.0,09/19/1991,Lehigh
mcconjo01,John McConathy,1952,1952,F,77,195.0,04/09/1930,Northwestern State University
mcconbu01,Bucky McConnell,1953,1953,G,70,170.0,07/01/1928,
mccontj01,TJ McConnell,2016,2025,G,73,190.0,03/25/1992,Duquesne Arizona
mccorke01,Keith McCord,1981,1981,G,79,210.0,06/22/1957,Alabama UAB
mccorti01,Tim McCormick,1985,1992,C,83,240.0,03/10/1962,Michigan
mccoyje01,Jelani McCoy,1999,2008,C,82,245.0,12/06/1977,UCLA
mccrapa01,Paul McCracken,1973,1977,G,76,180.0,09/11/1950,Cal State Northridge
mccrach01,Chris McCray,2007,2007,G,77,192.0,05/27/1984,Maryland
mccraro01,Rodney McCray,1984,1993,F-G,79,220.0,08/29/1961,Louisville
mccrasc01,Scooter McCray,1984,1987,F-G,81,215.0,02/08/1960,Louisville
mccreer01,Erik McCree,2018,2018,F,79,219.0,12/20/1993,Louisiana Tech
mcculke01,Kevin McCullar Jr,2025,2025,G,78,210.0,03/15/2001,Texas Tech Kansas
mcculch01,Chris McCullough,2016,2018,F,83,200.0,02/05/1995,Syracuse
mcculjo01,John McCullough,1982,1982,G,76,190.0,10/05/1956,Oklahoma
mcdancl01,Clint McDaniel,1996,1996,G,76,180.0,02/26/1972,Arkansas
mcdanxa01,Xavier McDaniel,1986,1998,F,79,205.0,06/04/1963,Wichita State
mcdanja02,Jaden McDaniels,2021,2025,F,81,185.0,09/29/2000,Washington
mcdanja01,Jalen McDaniels,2020,2025,F,81,205.0,01/31/1998,San Diego State
mcdanji01,Jim McDaniels,1972,1978,C-F,83,228.0,04/02/1948,Western Kentucky
mcdankj01,KJ McDaniels,2015,2017,G-F,78,205.0,02/09/1993,Clemson
mcderdo01,Doug McDermott,2015,2025,F,78,225.0,01/03/1992,Creighton
mcderse01,Sean McDermott,2021,2021,F,78,195.0,11/03/1996,Butler
mcdonbe01,Ben McDonald,1986,1989,F,80,210.0,07/20/1962,University of California Irvine
mcdongl01,Glenn McDonald,1975,1977,F-G,78,190.0,03/18/1952,Cal State Long Beach
mcdonmi01,Michael McDonald,1998,1998,C,82,232.0,02/13/1969,Utah Valley New Orleans
mcdonro01,Rod McDonald,1971,1973,F,78,205.0,04/09/1945,Whitworth
mcdowha01,Hank McDowell,1982,1987,F-C,81,215.0,11/13/1959,Memphis
mcdyean01,Antonio McDyess,1996,2011,F-C,81,220.0,09/07/1974,Alabama
mcelrji01,Jim McElroy,1976,1982,G,75,190.0,10/04/1953,Central Michigan University
mcfarpa01,Pat McFarland,1974,1976,F-G,77,185.0,12/07/1951,Saint Joseph's
mcfariv01,Ivan McFarlin,2007,2007,F,80,240.0,04/26/1982,Oklahoma State
mcgahme01,Mel McGaha,1949,1949,G,73,190.0,09/26/1926,Arkansas
mcgarmi01,Mitch McGary,2015,2016,F-C,82,255.0,06/06/1992,Michigan
mcgeeja01,JaVale McGee,2009,2024,C,84,270.0,01/19/1988,Nevada
mcgeemi01,Mike McGee,1982,1990,G-F,77,190.0,07/29/1959,Michigan
mcgilbi01,Billy McGill,1963,1970,C-F,81,225.0,09/16/1939,Utah
mcginge01,George McGinnis,1972,1982,F-C,80,235.0,08/12/1950,Indiana
mcglojo01,Jon McGlocklin,1966,1976,G-F,77,205.0,06/10/1943,Indiana
mcgowbr01,Bryce McGowens,2023,2025,G-F,79,179.0,11/08/2002,Nebraska
mcgratr01,Tracy McGrady,1998,2012,G-F,80,210.0,05/24/1979,
mcgregi01,Gil McGregor,1972,1972,F,80,240.0,06/14/1949,Wake Forest
mcgrica01,Cameron McGriff,2022,2022,F,79,230.0,09/30/1997,Oklahoma State
mcgriel01,Elton McGriff,1968,1969,C,81,225.0,08/21/1942,City College of San Francisco Creighton
mcgruro01,Rodney McGruder,2017,2023,G,76,205.0,07/29/1991,Kansas State
mcguial01,Al McGuire,1952,1955,G-F,74,180.0,09/07/1928,St. John's
mcguial02,Allie McGuire,1974,1974,G,75,175.0,07/10/1951,Marquette
mcguidi01,Dick McGuire,1950,1960,G,72,180.0,01/25/1926,St. John's Dartmouth College
mcguido01,Dominic McGuire,2008,2013,F,81,220.0,10/20/1985,California Fresno State
mchalke01,Kevin McHale,1981,1993,F-C,82,210.0,12/19/1957,Minnesota
mcharma01,Maurice McHartley,1968,1970,G-F,75,185.0,08/01/1942,North Carolina A&T
mcilvji01,Jim McIlvaine,1995,2001,C,85,240.0,07/30/1972,Marquette
mcinnje01,Jeff McInnis,1997,2008,G,76,190.0,10/22/1974,UNC
mcintke01,Kenny McIntosh,1972,1975,F,79,225.0,01/21/1949,Eastern Michigan
mcintbo01,Bob McIntyre,1968,1970,F,78,215.0,01/23/1944,St. John's
mckeeje01,Jerry McKee,1970,1970,G,75,190.0,08/04/1946,Ohio University
mckenke01,Kevin McKenna,1982,1988,G-F,77,195.0,01/08/1959,Creighton
mckenfo01,Forrest McKenzie,1987,1987,F,79,200.0,02/16/1963,Loyola Marymount
mckenst01,Stan McKenzie,1968,1974,F-G,77,195.0,10/06/1944,NYU
mckeyde01,Derrick McKey,1988,2002,F-C,82,241.0,10/10/1966,Alabama
mckieaa01,Aaron McKie,1995,2007,G-F,77,209.0,10/02/1972,Temple
mckinbi01,Billy McKinney,1979,1986,G,72,160.0,06/05/1955,Northwestern
mckinbo01,Bones McKinney,1947,1952,F-C,78,185.0,01/01/1919,UNC
mckinca01,Carlton McKinney,1990,1992,G,76,190.0,10/21/1964,Tulsa SMU
mckintr01,Trey McKinney-Jones,2018,2018,G,77,214.0,08/27/1990,Missouri-Kansas City Miami (FL)
mckinal01,Alfonzo McKinnie,2018,2022,F,79,215.0,09/17/1992,Green Bay
mclauja01,JaQuori McLaughlin,2022,2022,G,76,190.0,01/29/1998,Oregon State UC Santa Barbara
mclaujo01,Jordan McLaughlin,2020,2025,G,72,185.0,04/09/1996,USC
mclembe01,Ben McLemore,2014,2022,G,75,195.0,02/11/1993,Kansas
mclemmc01,McCoy McLemore,1965,1972,F-C,79,230.0,04/03/1942,Drake University
mcleoge01,George McLeod,1953,1953,F,77,200.0,01/03/1931,TCU
mcleoke01,Keith McLeod,2004,2007,G,74,188.0,11/05/1979,Bowling Green
mcleoro01,Roshown McLeod,1999,2001,F,80,221.0,11/17/1975,St. John's Duke
mcmahja01,Jack McMahon,1953,1960,G,73,185.0,12/03/1928,St. John's
mcmilna01,Nate McMillan,1987,1998,G-F,77,195.0,08/03/1964,NC State
mcmilto01,Tom McMillen,1976,1986,F-C,83,215.0,05/26/1952,Maryland
mcmilji01,Jim McMillian,1971,1979,F,77,215.0,03/11/1948,Columbia University
mcmilsh01,Shellie McMillon,1959,1962,F,77,205.0,03/11/1936,Bradley
mcmulma01,Mal McMullen,1950,1951,F-C,77,210.0,08/23/1927,Xavier
mcnabch01,Chet McNabb,1948,1948,F,74,200.0,09/19/1920,Arizona State
mcnamma01,Mark McNamara,1983,1991,C-F,83,235.0,06/08/1959,Santa Clara California
mcnamjo01,Joe McNamee,1951,1952,F-C,78,210.0,09/24/1926,San Francisco
mcneaje01,Jerel McNeal,2015,2015,G,75,200.0,06/01/1987,Marquette
mcneach01,Chris McNealy,1986,1988,F,79,210.0,07/15/1961,San Jose State
mcneibo01,Bob McNeill,1961,1962,G,73,170.0,10/22/1938,Saint Joseph's
mcneila01,Larry McNeill,1974,1979,F-C,81,195.0,01/31/1951,Marquette
mcnulca01,Carl McNulty,1955,1955,G,75,185.0,02/14/1930,Purdue
mcphepa01,Paul McPherson,2001,2001,G,76,210.0,07/03/1978,DePaul
mcpipro01,Roy McPipe,1975,1975,G,75,205.0,05/05/1950,Montana State University Billings
mcqueco01,Cozell McQueen,1987,1987,F,83,235.0,01/18/1962,NC State
mcraejo01,Jordan McRae,2016,2020,G,77,179.0,03/28/1991,Tennessee
mcreyth01,Thales McReynolds,1966,1966,G,75,185.0,06/08/1943,Miles College
mcrobjo01,Josh McRoberts,2008,2018,F-C,82,240.0,02/28/1987,Duke
mcveija01,Jack McVeigh,2025,2025,F,80,215.0,06/27/1996,Nebraska
mcwiler01,Eric McWilliams,1973,1973,F,80,200.0,04/18/1950,Cal State Long Beach
mearnge01,George Mearns,1947,1948,F,75,175.0,04/18/1922,Rhode Island
medvest01,Stanislav Medvedenko,2001,2007,F,82,250.0,04/04/1979,
meeda01,Darnell Mee,1994,1995,G,77,175.0,02/11/1971,Western Kentucky
meeksjo01,Jodie Meeks,2010,2019,G,76,210.0,08/21/1987,Kentucky
meelycl01,Cliff Meely,1972,1976,F-C,80,215.0,07/10/1947,Colorado
meentsc01,Scott Meents,1990,1991,F,82,225.0,01/04/1964,Illinois
mehendi01,Dick Mehen,1950,1952,F-C,77,195.0,05/20/1922,Tennessee
meinemo01,Monk Meineke,1953,1958,F-C,79,208.0,10/30/1930,Dayton
meinhca01,Carl Meinhold,1948,1949,G-F,74,185.0,03/29/1926,Long Island University
mejrisa01,Salah Mejri,2016,2019,C,86,235.0,06/15/1986,
mekelga01,Gal Mekel,2014,2015,G,75,191.0,03/04/1988,Wichita State
melchbi01,Bill Melchionni,1967,1976,G,73,165.0,10/19/1944,Villanova
melchga01,Gary Melchionni,1974,1975,G,74,185.0,01/19/1951,Duke
mellini01,Nicolò Melli,2020,2021,F,81,236.0,01/26/1991,
melofa01,Fab Melo,2013,2013,C,84,255.0,06/20/1990,Syracuse
meltode01,De'Anthony Melton,2019,2025,G,74,200.0,05/28/1998,USC
melvied01,Ed Melvin,1947,1947,G,69,170.0,02/13/1916,Duquesne
meminde01,Dean Meminger,1972,1977,G,72,175.0,05/13/1948,Marquette
mencech01,Chuck Mencel,1956,1957,G,72,168.0,04/21/1933,Minnesota
mengejo01,John Mengelt,1972,1981,G,74,195.0,10/16/1949,Auburn
menkeke01,Ken Menke,1950,1950,G,72,168.0,10/02/1922,Illinois
mensana01,Nathan Mensah,2024,2024,F,80,230.0,04/09/1998,San Diego State
mensapo01,Pops Mensah-Bonsu,2007,2011,F,81,240.0,09/07/1983,George Washington
menyade01,Dewitt Menyard,1968,1968,C,82,210.0,05/24/1944,Allan Hancock College Utah
mercero01,Ron Mercer,1998,2005,G-F,79,210.0,05/18/1976,Kentucky
meriwjo01,Joe Meriweather,1976,1985,C-F,82,215.0,10/26/1953,Southern Illinois
meriwpo01,Porter Meriwether,1963,1963,G,74,180.0,03/16/1940,Tennessee State
merrisa01,Sam Merrill,2021,2025,G,76,205.0,05/15/1996,Utah State University
meschto01,Tom Meschery,1962,1971,F,78,215.0,10/26/1938,Saint Mary's
metuch01,Chimezie Metu,2019,2024,F-C,81,225.0,03/22/1997,USC
meyerbi01,Bill Meyer,1968,1968,G,75,195.0,08/30/1943,Hiram College
meyerlo01,Loren Meyer,1996,1999,C,82,257.0,12/30/1972,Iowa State
meyerda01,Dave Meyers,1976,1980,F-C,80,215.0,04/21/1953,UCLA
miasest01,Stan Miasek,1947,1953,C-F,77,210.0,09/19/1923,
michela01,Larry Micheaux,1984,1985,F,81,220.0,03/24/1960,Houston
micicva01,Vasilije Micić,2024,2025,G,77,200.0,01/13/1994,
mickejo01,Jordan Mickey,2016,2018,F,80,235.0,07/09/1994,LSU
middlkh01,Khris Middleton,2013,2025,F-G,79,222.0,08/12/1991,Texas A&M
mihalre01,Red Mihalik,1947,1947,G,72,180.0,09/22/1916,
mihmch01,Chris Mihm,2001,2009,C-F,84,265.0,07/16/1979,Texas
mikaer01,Eric Mika,2020,2020,C,82,230.0,01/05/1995,BYU
mikaned01,Ed Mikan,1949,1954,C-F,80,230.0,10/20/1925,DePaul
mikange01,George Mikan,1949,1956,C,82,245.0,06/18/1924,DePaul
mikanla01,Larry Mikan,1971,1971,F,79,210.0,04/08/1948,Minnesota
mikkeve01,Vern Mikkelsen,1950,1959,F-C,79,230.0,10/21/1928,Hamline University
miksial01,Al Miksis,1950,1950,C,79,210.0,02/02/1928,Western Illinois University
milesaa01,Aaron Miles,2006,2006,G,73,175.0,04/13/1983,Kansas
milescj01,CJ Miles,2006,2022,G-F,78,220.0,03/18/1987,
milesda01,Darius Miles,2001,2009,F,81,210.0,10/09/1981,
milesed01,Eddie Miles,1964,1972,G-F,76,195.0,07/05/1940,Seattle University
milicma01,Marko Milič,1998,1999,G-F,78,235.0,05/07/1977,
milicda01,Darko Miličić,2004,2013,F-C,84,250.0,06/20/1985,
militna01,Nat Militzok,1947,1947,F,75,195.0,05/03/1923,Cornell
millean02,Andre Miller,2000,2016,G,75,200.0,03/19/1976,Utah
millean01,Anthony Miller,1995,2005,F,81,225.0,10/22/1971,Michigan State
millebi01,Bill Miller,1949,1949,F,75,190.0,11/24/1924,UNC
millebo01,Bob Miller,1984,1984,F,82,230.0,07/09/1956,Cincinnati
millebr01,Brad Miller,1999,2012,C-F,83,244.0,04/12/1976,Purdue
millebr02,Brandon Miller,2024,2025,F-G,81,201.0,11/22/2002,Alabama
milleda01,Darius Miller,2013,2021,F,78,225.0,03/21/1990,Kentucky
milledi01,Dick Miller,1981,1981,F,78,215.0,04/26/1958,Toledo
milleed01,Eddie Miller,1953,1954,C-F,80,225.0,06/18/1931,Syracuse
milleem01,Emanuel Miller,2025,2025,F,79,215.0,06/19/2000,Texas A&M TCU
milleha01,Harry Miller,1947,1947,C-F,76,230.0,07/28/1923,UNC
milleja01,Jay Miller,1968,1971,F,77,205.0,07/19/1943,Notre Dame
millejo02,Jordan Miller,2024,2025,G,79,195.0,01/23/2000,George Mason Miami (FL)
millela01,Larry Miller,1969,1975,G-F,76,190.0,04/04/1946,UNC
millele01,Leonard Miller,2024,2025,F,82,210.0,11/26/2003,
millema01,Malcolm Miller,2018,2020,F,79,210.0,03/06/1993,Holy Cross
millemi01,Mike Miller,2001,2017,F-G,80,218.0,02/19/1980,Florida
milleol01,Oliver Miller,1993,2004,C,81,280.0,04/06/1970,Arkansas
millequ01,Quincy Miller,2013,2015,F,81,210.0,11/18/1992,Baylor
millere01,Reggie Miller,1988,2005,G-F,79,185.0,08/24/1965,UCLA
millewa01,Walt Miller,1947,1947,F,74,190.0,07/20/1915,Duquesne
whiteda01,Dariq Whitehead,2024,2025,F,79,220.0,08/01/2004,Duke
millsch01,Chris Mills,1994,2003,F,78,215.0,01/25/1970,Kentucky Arizona
millsjo01,John Mills,1947,1947,C-F,80,203.0,09/07/1919,Western Kentucky
millspa02,Patty Mills,2010,2025,G,74,180.0,08/11/1988,Saint Mary's
millste01,Terry Mills,1991,2001,F,82,230.0,12/21/1967,Michigan
millsel01,Elijah Millsap,2015,2017,G-F,78,225.0,08/12/1987,Louisiana UAB
millspa01,Paul Millsap,2007,2022,F,79,257.0,02/10/1985,Louisiana Tech
miltosh01,Shake Milton,2019,2025,G,77,205.0,09/26/1996,SMU
minayju01,Justin Minaya,2023,2025,F,77,210.0,03/26/1999,
minerha01,Harold Miner,1993,1996,G,77,210.0,05/05/1971,USC
mingya01,Yao Ming,2003,2011,C,90,310.0,09/12/1980,
minixri01,Riley Minix,2025,2025,G,79,230.0,09/22/2000,Southeastern University Morehead State University
minnidi01,Dirk Minniefield,1986,1988,G,75,180.0,01/17/1961,Kentucky
minorda01,Dave Minor,1952,1953,G-F,74,185.0,02/23/1922,Toledo UCLA
minorgr01,Greg Minor,1995,1999,G-F,78,210.0,09/18/1971,Louisville
minorma01,Mark Minor,1973,1973,F,78,215.0,05/14/1950,Ohio State
minotjo01,Josh Minott,2023,2025,F,80,205.0,11/25/2002,Memphis
mirotni01,Nikola Mirotić,2015,2019,F,82,250.0,02/11/1991,
misakwa01,Wat Misaka,1948,1948,G,67,150.0,12/21/1923,Weber State Utah
miskija01,Jason Miskiri,2000,2000,G,74,175.0,08/19/1975,George Mason
missiyv01,Yves Missi,2025,2025,C,83,235.0,05/14/2004,Baylor
mitchaj01,Ajay Mitchell,2025,2025,G,77,200.0,06/25/2002,UC Santa Barbara
mitchda01,Davion Mitchell,2022,2025,G,74,205.0,09/05/1998,Auburn Baylor
mitchdo01,Donovan Mitchell,2018,2025,G,75,215.0,09/07/1996,Louisville
mitchle01,Leland Mitchell,1968,1968,G,76,210.0,02/22/1941,Pearl River Community College Mississippi State
mitchmi01,Mike Mitchell,1979,1988,F,79,215.0,01/01/1956,Auburn
mitchmu01,Murray Mitchell,1950,1950,C,78,,03/19/1923,Sam Houston State University
mitchsa01,Sam Mitchell,1990,2002,F,78,210.0,09/02/1963,Mercer University
mitchto01,Todd Mitchell,1989,1989,F,79,205.0,07/26/1966,Purdue
mitchto03,Tony Mitchell,2014,2014,F,78,216.0,08/07/1989,Alabama
mitchto02,Tony Mitchell,2014,2014,F,80,235.0,04/07/1992,University of North Texas
mitrona01,Naz Mitrou-Long,2018,2020,G,75,218.0,08/03/1993,Iowa State
mixst01,Steve Mix,1970,1983,F,79,215.0,12/30/1947,Toledo
mlkvybi01,Bill Mlkvy,1953,1953,F,76,190.0,01/19/1931,Temple
moblecu01,Cuttino Mobley,1999,2009,G,76,190.0,09/01/1975,Rhode Island
mobleer01,Eric Mobley,1995,1997,C,83,235.0,02/01/1970,Pitt
mobleev01,Evan Mobley,2022,2025,F-C,83,215.0,06/18/2001,USC
mobleis01,Isaiah Mobley,2023,2025,F,80,240.0,09/24/1999,USC
moedo01,Doug Moe,1968,1972,F-G,77,215.0,09/21/1938,UNC
moffela01,Larry Moffett,1978,1978,F,80,210.0,11/05/1954,UNLV
mogbojo01,Jonathan Mogbo,2025,2025,F,81,225.0,10/29/2001,Missouri State San Francisco
mogusle01,Leo Mogus,1947,1951,F-C,76,190.0,04/13/1921,Youngstown State University
mohamna01,Nazr Mohammed,1999,2016,C,82,221.0,09/05/1977,Kentucky
moisoje01,Jérôme Moïso,2001,2005,F-C,82,235.0,06/15/1978,UCLA
mokespa01,Paul Mokeski,1980,1991,C-F,84,250.0,01/03/1957,Kansas
mokokad01,Adam Mokoka,2020,2021,G,76,190.0,07/18/1998,
molinja01,Jack Molinas,1954,1954,F,78,200.0,10/31/1931,Columbia University
moliswa01,Wayne Molis,1967,1968,F,80,230.0,04/17/1943,Chicago State Lewis (IL)
moncrsi01,Sidney Moncrief,1980,1991,G,76,180.0,09/21/1957,Arkansas
monekch01,Chima Moneke,2023,2023,F,78,222.0,12/24/1995,Northeast Community College UC-Davis
moneyer01,Eric Money,1975,1980,G,72,170.0,02/06/1955,Arizona
moniase01,Sergei Monia,2006,2006,F,80,220.0,04/15/1983,
monkma01,Malik Monk,2018,2025,G,75,200.0,02/04/1998,Kentucky
monroea01,Earl Monroe,1968,1980,G,75,185.0,11/21/1944,Winston-Salem State
monrogr01,Greg Monroe,2011,2022,C-F,83,265.0,06/04/1990,Georgetown
monroro01,Rodney Monroe,1992,1992,G,75,185.0,04/16/1968,NC State
montelu01,Luis Montero,2016,2018,G,79,185.0,04/06/1993,Westchester CC
montgho01,Howie Montgomery,1963,1963,F,77,220.0,08/22/1940,University of Texas Rio Grande Valley
montrer01,Eric Montross,1995,2002,C,84,270.0,09/23/1971,UNC
moodymo01,Moses Moody,2022,2025,G,77,205.0,05/31/2002,Arkansas
moonja01,Jamario Moon,2008,2012,F,80,205.0,06/13/1980,Meridian Community College
moonxa01,Xavier Moon,2022,2024,G,74,165.0,01/02/1995,Northwest Florida State College Morehead State University
mooneji01,Jim Mooney,1953,1953,F,77,215.0,07/08/1930,Villanova
moonema01,Matt Mooney,2020,2022,G,75,199.0,02/07/1996,Air Force South Dakota Texas Tech
moorean01,Andre Moore,1988,1988,F,81,215.0,07/02/1964,Loyola Chicago
moorebe01,Ben Moore,2018,2018,F,80,220.0,05/13/1995,SMU
mooreet01,E'Twaun Moore,2012,2021,G-F,75,191.0,02/25/1989,Purdue
moorege01,Gene Moore,1969,1975,C-F,81,225.0,07/29/1945,Saint Louis
mooreja01,Jackie Moore,1955,1957,F,77,180.0,09/24/1932,La Salle
moorejo01,Johnny Moore,1981,1990,G,73,175.0,03/03/1958,Texas
moorela01,Larry Moore,1968,1968,F,79,215.0,07/10/1942,Florida State
moorelo01,Lowes Moore,1981,1983,G,73,170.0,05/05/1957,West Virginia
mooremi01,Mikki Moore,1999,2012,C-F,84,225.0,11/04/1975,Nebraska
mooreot01,Otto Moore,1969,1977,C-F,83,205.0,08/27/1946,University of Texas Rio Grande Valley
mooreri01,Richie Moore,1968,1968,G,74,190.0,,Villanova Hiram Scott College
moorero01,Ron Moore,1988,1988,C,84,260.0,01/16/1962,Salem University West Virginia State University
mooreta02,Taze Moore,2024,2025,G,77,195.0,06/29/1998,Cal State-Bakersfield Houston
mooretr01,Tracy Moore,1992,1997,G-F,76,200.0,12/28/1965,Tulsa
moorewe01,Wendell Moore Jr,2023,2025,G-F,77,213.0,09/18/2001,Duke
moranja01,Ja Morant,2020,2025,G,74,174.0,08/10/1999,Murray State
moreler01,Eric Moreland,2015,2019,F-C,82,238.0,12/24/1991,Oregon State
morelja01,Jackie Moreland,1961,1970,F-G,79,215.0,03/11/1938,Louisiana Tech
morgagu01,Guy Morgan,1983,1983,G,80,205.0,08/23/1960,Wake Forest
morgaju01,Juwan Morgan,2020,2022,F,79,232.0,04/17/1997,Indiana
morgare01,Rex Morgan,1971,1972,G,77,190.0,10/27/1948,Jacksonville University
morgeel01,Elmore Morgenthaler,1947,1949,C,81,230.0,08/03/1922,New Mexico Tech Boston College
mornida01,Darren Morningstar,1994,1994,C,82,235.0,04/22/1969,United States Naval Academy Pitt
morrich01,Chris Morris,1989,1999,F,80,210.0,01/20/1966,Auburn
morrida01,Darius Morris,2012,2015,G,76,190.0,01/03/1991,Michigan
morriis01,Isaiah Morris,1993,1993,F,80,229.0,04/02/1969,Arkansas
morrija01,Jaylen Morris,2018,2022,G,77,185.0,09/19/1995,Molloy
morrima03,Marcus Morris,2012,2024,F,80,218.0,09/02/1989,Kansas
morrima02,Markieff Morris,2012,2025,F,81,245.0,09/02/1989,Kansas
morrima01,Max Morris,1950,1950,F-C,74,195.0,03/14/1925,Northwestern
morrimo01,Monte Morris,2018,2025,G,74,183.0,06/27/1995,Iowa State
morrira01,Randolph Morris,2007,2010,C,82,266.0,01/02/1986,Kentucky
morrite01,Terence Morris,2002,2006,F,81,221.0,01/11/1979,Maryland
morriad01,Adam Morrison,2007,2010,F,80,205.0,07/19/1984,Gonzaga
morrijo01,John Morrison,1968,1968,G,74,190.0,05/02/1945,Canisius
morrimi01,Mike Morrison,1990,1990,G,76,195.0,08/16/1967,Loyola (MD)
morrire01,Red Morrison,1955,1958,F-C,80,220.0,04/26/1932,Idaho
morroan01,Anthony Morrow,2009,2017,G,77,210.0,09/27/1985,Georgia Tech
mortodw01,Dwayne Morton,1995,1995,F,79,195.0,08/08/1971,Louisville
mortojo01,John Morton,1990,1992,G,75,180.0,05/18/1967,Seton Hall
mortori01,Richard Morton,1989,1989,G,75,190.0,02/02/1966,Cal State Fullerton
moslegl01,Glenn Mosley,1978,1979,F,80,195.0,12/26/1955,Seton Hall
mosspe01,Perry Moss,1986,1987,G,74,185.0,11/11/1958,Northeastern University
motenla01,Lawrence Moten,1996,1998,G,77,185.0,03/25/1972,Syracuse
motiedo01,Donatas Motiejūnas,2013,2019,F-C,84,222.0,09/20/1990,
motlejo01,Johnathan Motley,2018,2020,F,80,230.0,05/04/1995,Baylor
mottoha01,Hanno Möttölä,2001,2002,F-C,83,247.0,09/09/1976,Utah
moultar01,Arnett Moultrie,2013,2014,F,83,249.0,11/18/1990,Texas-El Paso Mississippi State
mountri01,Rick Mount,1971,1975,G,75,175.0,01/05/1947,Purdue
mournal01,Alonzo Mourning,1993,2008,C-F,82,240.0,02/08/1970,Georgetown
mozgoti01,Timofey Mozgov,2011,2018,C,85,275.0,07/16/1986,
mrazoch01,Chuck Mrazovich,1951,1951,F,77,185.0,02/26/1924,Eastern Kentucky University
mudiaem01,Emmanuel Mudiay,2016,2022,G,75,200.0,03/05/1996,
mueller01,Erwin Mueller,1967,1974,C-F,80,230.0,03/12/1944,San Francisco
muhamsh01,Shabazz Muhammad,2014,2018,F-G,78,223.0,11/13/1992,UCLA
muldemy01,Mychal Mulder,2020,2022,G-F,75,184.0,06/12/1994,Vincennes University Kentucky
mullajo01,Joe Mullaney,1950,1950,G,72,165.0,11/17/1924,Holy Cross
mullebo01,Bob Mullens,1947,1947,G,73,175.0,11/01/1922,Fordham
mulleby01,Byron Mullens,2010,2014,C-F,84,275.0,02/14/1989,Ohio State
mullich01,Chris Mullin,1986,2001,F-G,79,215.0,07/30/1963,St. John's
mullije01,Jeff Mullins,1965,1976,G-F,76,190.0,03/18/1942,Duke
mundtto01,Todd Mundt,1996,1996,C,84,250.0,05/17/1970,Memphis Delta State University
munfoxa02,Xavier Munford,2016,2018,G,74,180.0,06/01/1992,Rhode Island
munkch01,Chris Munk,1991,1991,F,81,225.0,08/05/1967,USC
munroge01,George Munroe,1947,1948,G,71,170.0,01/05/1922,Dartmouth College
murdoer01,Eric Murdock,1992,2000,G,73,190.0,06/14/1968,Providence
muresgh01,Gheorghe Mureșan,1994,2000,C,91,303.0,02/14/1971,
murkead01,Ade Murkey,2022,2022,G,77,200.0,01/29/1998,Denver
murphal01,Allen Murphy,1976,1977,G,77,190.0,07/15/1952,Louisville
murphca01,Calvin Murphy,1971,1983,G,69,165.0,05/09/1948,Niagara University
murphdi01,Dick Murphy,1947,1947,G,73,175.0,03/10/1921,Manhattan University
murpher01,Erik Murphy,2014,2014,F,82,230.0,10/26/1990,Florida
murphja01,Jay Murphy,1985,1988,F,81,220.0,06/26/1962,Boston College
murphjo01,John Murphy,1947,1947,F,74,175.0,09/13/1924,
murphke01,Kevin Murphy,2013,2013,G,77,185.0,03/06/1990,Tennessee Technological University
murphro01,Ronnie Murphy,1988,1988,F,77,225.0,07/29/1964,Jacksonville University
murphto01,Tod Murphy,1988,1994,C-F,81,220.0,12/24/1963,University of California Irvine
murphtr02,Trey Murphy III,2022,2025,F,80,206.0,06/18/2000,Rice University Virginia
murphtr01,Troy Murphy,2002,2013,F-C,83,245.0,05/02/1980,Notre Dame
murrade01,Dejounte Murray,2017,2025,G,77,180.0,09/19/1996,Washington
murraja01,Jamal Murray,2017,2025,G,76,215.0,02/23/1997,Kentucky
murrake02,Keegan Murray,2023,2025,F,80,215.0,08/19/2000,Iowa
murrake01,Ken Murray,1951,1955,G-F,74,190.0,04/20/1928,St. Bonaventure
murrakr01,Kris Murray,2024,2025,F,80,220.0,08/19/2000,Iowa
murrala01,Lamond Murray,1995,2006,F,79,236.0,04/20/1973,California
murraro01,Ronald Murray,2003,2010,G,76,190.0,07/29/1979,Meridian Community College Shaw
murratr01,Tracy Murray,1993,2004,F,79,225.0,07/25/1971,UCLA
